time_s,envelope
13.355,0.004775211
13.36,0.17076956
13.365,-0.032088086
13.37,0.04023981
13.375,0.043040827
13.38,-0.022179998
13.385,-0.012871236
13.39,0.037696272
13.395,0.017031044
13.4,0.08574417
13.405,0.06376234
13.41,0.04012525
13.415,0.030503035
13.42,0.009549558
13.425,0.019506603
13.43,0.05225241
13.435,-0.00632447
13.44,0.08880493
13.445,0.07092486
13.45,0.06607954
13.455,-0.0018136203
13.46,0.013013169
13.465,0.01884295
13.47,0.044954583
13.475,-0.035251573
13.48,-0.03985122
13.485,0.047681466
13.49,-0.045285106
13.495,0.0037733167
13.5,-0.038582332
13.505,0.06411266
13.51,-0.00826709
13.515,-0.016403332
13.52,-0.014993802
13.525,0.069400996
13.53,-0.03130433
13.535,-0.011588164
13.54,0.033877194
13.545,0.020481601
13.55,0.02411294
13.555,0.054187983
13.56,-0.023158818
13.565,0.02495873
13.57,0.0066185147
13.575,0.03304252
13.58,0.009515017
13.585,0.012803525
13.59,0.01646325
13.595,0.0012944937
13.6,0.039997414
13.605,0.033069253
13.61,0.056416333
13.615,-0.006627053
13.62,0.025153771
13.625,-0.061458528
13.63,-0.03477034
13.635,-0.023873687
13.64,-0.042266645
13.645,0.041513935
13.65,-0.056275688
13.655,-0.008505784
13.66,0.085643366
13.665,0.022852689
13.67,-0.031072177
13.675,0.19217138
13.68,0.06691736
13.685,0.041983485
13.69,0.074439555
13.695,0.044156626
13.7,0.10899487
13.705,0.119973764
13.71,0.11797783
13.715,0.16269453
13.72,0.15113981
13.725,0.16186158
13.73,0.14547108
13.735,0.1421204
13.74,0.0902458
13.745,0.07630488
13.75,0.0887343
13.755,-0.02138342
13.76,-0.003021732
13.765,0.07827589
13.77,-0.030183494
13.775,0.08680889
13.78,0.09650169
13.785,0.04042086
13.79,0.10989204
13.795,0.13564165
13.8,0.033887953
13.805,0.018035427
13.81,0.047882617
13.815,-0.0066398904
13.82,0.01819776
13.825,-0.015868165
13.83,-0.045797527
13.835,-0.010466129
13.84,0.05408445
13.845,-0.029703699
13.85,0.06664893
13.855,-0.025654696
13.86,0.088290095
13.865,0.13787378
13.87,0.091487706
13.875,0.012185365
13.88,0.09924476
13.885,0.1304866
13.89,-0.0048809797
13.895,0.007984176
13.9,0.0076669455
13.905,0.036613792
13.91,0.01564233
13.915,-0.017415188
13.92,-0.01928883
13.925,0.049278468
13.93,0.020890102
13.935,0.06518957
13.94,0.06863576
13.945,0.073018566
13.95,0.040530205
13.955,-0.033263355
13.96,0.05753839
13.965,0.018975168
13.97,0.053444803
13.975,0.052151114
13.98,0.028027102
13.985,-0.033737876
13.99,-0.01710397
13.995,-0.06411013
14.0,-0.048401803
14.005,0.047106758
14.01,-0.0021820068
14.015,-0.0036303997
14.02,-0.0009338707
14.025,0.05301918
14.03,-0.016413242
14.035,-0.030802466
14.04,0.01196757
14.045,0.063219175
14.05,-0.022525698
14.055,0.116006315
14.06,0.05872616
14.065,0.06267688
14.07,0.115281805
14.075,0.104044065
14.08,-0.0021912307
14.085,0.14394878
14.09,-0.0013918877
14.095,0.035178542
14.1,0.117151365
14.105,-0.039007433
14.11,0.09211612
14.115,0.0809098
14.12,-0.009508565
14.125,0.1282387
14.13,0.012663022
14.135,-0.05552125
14.14,0.025285393
14.145,0.019891098
14.15,-0.037331842
14.155,0.0012093782
14.16,-0.00016380847
14.165,-0.04649981
14.17,-0.012684412
14.175,0.06478487
14.18,-0.055761613
14.185,0.06388573
14.19,-0.011132859
14.195,-0.014398672
14.2,-0.02657342
14.205,0.043697655
14.21,-0.00833977
14.215,0.0002002269
14.22,0.032167897
14.225,-0.019029282
14.23,0.119347006
14.235,0.05170071
14.24,0.19876091
14.245,0.15789069
14.25,0.19991852
14.255,0.009361982
14.26,0.07474607
14.265,0.07836613
14.27,0.065069646
14.275,0.041971788
14.28,0.014455289
14.285,0.04550709
14.29,-0.025277711
14.295,-0.013118498
14.3,-0.0048858672
14.305,0.06688006
14.31,0.047660142
14.315,-0.0042497963
14.32,-0.04015266
14.325,0.0014649928
14.33,0.06808956
14.335,0.026939437
14.34,0.122283444
14.345,0.028579444
14.35,-0.030819967
14.355,-0.033975683
14.36,-0.042425916
14.365,0.003852889
14.37,0.01982817
14.375,-0.008627184
14.38,0.058742985
14.385,-0.008028321
14.39,-0.03473842
14.395,0.03242579
14.4,-0.045547552
14.405,-0.0061658695
14.41,0.013751164
14.415,-0.0077621415
14.42,0.0297831
14.425,0.03923714
14.43,-0.020781271
14.435,0.16890766
14.44,0.012357473
14.445,0.012650564
14.45,0.053771257
14.455,0.08633226
14.46,0.027866825
14.465,0.030243382
14.47,-0.021402173
14.475,0.04905139
14.48,0.043598384
14.485,-0.0030347258
14.49,0.05252306
14.495,0.12558673
14.5,0.020020574
14.505,0.10106675
14.51,-0.022643983
14.515,-0.06204758
14.52,0.01650101
14.525,-0.03379514
14.53,-0.041248694
14.535,-0.02511958
14.54,-0.019143455
14.545,-0.046298683
14.55,-0.039196298
14.555,0.020306021
14.56,-0.028716989
14.565,0.008895293
14.57,-0.011575416
14.575,-0.012126453
14.58,-0.0035661906
14.585,0.0023270994
14.59,0.006026536
14.595,-0.04211331
14.6,0.05138062
14.605,-0.025941156
14.61,0.07693136
14.615,0.046533823
14.62,0.1161174
14.625,0.12550972
14.63,0.09304388
14.635,-0.05460178
14.64,0.011966273
14.645,0.104814515
14.65,-0.040053815
14.655,0.0004917681
14.66,0.017997429
14.665,-0.014248706
14.67,-0.014406621
14.675,-0.02301491
14.68,0.06688815
14.685,0.025520176
14.69,0.01311183
14.695,-0.030691303
14.7,-0.032386445
14.705,-0.0042911917
14.71,0.094815224
14.715,-0.023933686
14.72,0.0890125
14.725,-0.035515487
14.73,-0.08460251
14.735,-0.04288228
14.74,-0.020058222
14.745,-0.036262073
14.75,0.041597918
14.755,0.029809684
14.76,0.014822856
14.765,-0.025870137
14.77,0.025210857
14.775,-0.034584105
14.78,-0.020741016
14.785,-0.038611062
14.79,-0.04110399
14.795,-0.065001994
14.8,0.0055673867
14.805,0.011523366
14.81,0.009030595
14.815,2.8654933e-05
14.82,-0.02216535
14.825,0.071832746
14.83,0.028489023
14.835,-0.030450113
14.84,-0.013028815
14.845,0.008000866
14.85,-0.040281206
14.855,0.023307905
14.86,-0.044081263
14.865,0.033333063
14.87,0.07168272
14.875,-0.0034564883
14.88,0.020169914
14.885,0.057135344
14.89,-0.09074554
14.895,-0.014228776
14.9,0.0014341325
14.905,-0.057494223
14.91,-0.061740883
14.915,-0.016339019
14.92,-0.031813577
14.925,-0.059642024
14.93,-0.03227061
14.935,-0.0032193065
14.94,-0.052819803
14.945,-0.057864137
14.95,-0.016340263
14.955,0.07153551
14.96,-0.058133423
14.965,-0.016072594
14.97,-0.043213166
14.975,0.06595568
14.98,-0.0060216635
14.985,0.07505271
14.99,0.08103734
14.995,0.0098924935
15.0,0.03998977
15.005,-0.00055260956
15.01,0.058268234
15.015,0.02150862
15.02,0.1295016
15.025,-0.058171786
15.03,-0.02973044
15.035,-0.034194715
15.04,-0.0016174018
15.045,-0.014405824
15.05,-0.053132243
15.055,-0.009879038
15.06,-0.03937324
15.065,-0.033446908
15.07,-0.02533435
15.075,-0.014522761
15.08,-0.06697595
15.085,0.023634747
15.09,-0.015737101
15.095,-0.038761407
15.1,-0.03636849
15.105,-0.050679103
15.11,-0.0014183372
15.115,-0.015350334
15.12,0.041156158
15.125,-0.0051711947
15.13,-0.018519789
15.135,0.04110229
15.14,-0.0135027915
15.145,-0.047024243
15.15,-0.012788497
15.155,0.022259966
15.16,-0.038405977
15.165,-0.010592893
15.17,-0.05085668
15.175,0.037737057
15.18,-0.09591675
15.185,-0.05749789
15.19,-0.0034391135
15.195,-0.037970364
15.2,-0.02262175
15.205,0.026910543
15.21,-0.020569421
15.215,-0.020905674
15.22,-0.044949643
15.225,-0.015575856
15.23,-0.05121781
15.235,0.06120923
15.24,-0.0033755451
15.245,-0.0062417313
15.25,-0.001702711
15.255,0.041062936
15.26,0.04193151
15.265,0.004432112
15.27,-0.057048798
15.275,-0.033604175
15.28,0.01779084
15.285,-0.014563985
15.29,-0.033907562
15.295,-0.072032265
15.3,-0.051544845
15.305,-0.073861524
15.31,-0.016580097
15.315,0.0043476224
15.32,-0.039068297
15.325,-0.02811183
15.33,-0.013954841
15.335,-0.0021498501
15.34,0.0005811304
15.345,-0.0010538399
15.35,0.03335601
15.355,-0.0584103
15.36,0.029120043
15.365,-0.02370517
15.37,0.19298227
15.375,0.01559411
15.38,-0.017655902
15.385,-0.02414085
15.39,-0.004492283
15.395,0.06880924
15.4,0.021594837
15.405,0.0018329918
15.41,-0.007850014
15.415,-0.008522682
15.42,-0.016727805
15.425,-0.01135426
15.43,-0.023047112
15.435,-0.07031374
15.44,-0.018529959
15.445,-0.03595095
15.45,0.0075480193
15.455,-0.038668714
15.46,-0.04050573
15.465,-0.03115628
15.47,0.0056219697
15.475,-0.04209458
15.48,-0.03935773
15.485,-0.0331183
15.49,-0.027244635
15.495,-0.047490984
15.5,0.07347253
15.505,-0.013504766
15.51,-0.06432124
15.515,0.006504193
15.52,0.0050869137
15.525,-0.004962951
15.53,-0.024635695
15.535,-0.027645312
15.54,-0.016361356
15.545,-0.048380524
15.55,0.047012866
15.555,-0.025788262
15.56,0.02621542
15.565,-0.02796264
15.57,-0.0027705133
15.575,0.0028045774
15.58,0.031696454
15.585,-0.0030845404
15.59,-0.050124772
15.595,-0.0674901
15.6,0.004108727
15.605,0.028150097
15.61,-0.07147533
15.615,-0.0063512847
15.62,-0.052822582
15.625,0.05150658
15.63,-0.030066296
15.635,0.03793332
15.64,-0.04249318
15.645,0.023725927
15.65,-0.09250009
15.655,-0.0057243854
15.66,-0.014848582
15.665,-0.0071132407
15.67,-0.06120082
15.675,-0.00080631673
15.68,-0.054342836
15.685,-0.019690089
15.69,-0.02740904
15.695,0.035072356
15.7,-0.045399264
15.705,-0.014502041
15.71,-0.0040052235
15.715,-0.0015127808
15.72,-0.0022067577
15.725,0.026233718
15.73,0.026635244
15.735,-0.025113478
15.74,-0.03126941
15.745,-0.034109674
15.75,0.11874649
15.755,-0.05708783
15.76,0.012957022
15.765,0.028328836
15.77,-0.012904994
15.775,-0.021571338
15.78,0.049011588
15.785,-0.011961751
15.79,-0.024072416
15.795,-0.020920187
15.8,-0.002044186
15.805,-0.026980594
15.81,-0.003023699
15.815,-0.056613214
15.82,0.0008434057
15.825,-0.03359034
15.83,0.027544156
15.835,-0.029371329
15.84,-0.015573636
15.845,-0.03891863
15.85,0.05257848
15.855,-0.025596872
15.86,-0.016816907
15.865,-0.006681271
15.87,-0.004309222
15.875,-0.020799346
15.88,0.06490545
15.885,-0.04719445
15.89,-0.050107397
15.895,0.006903559
15.9,-0.025643818
15.905,0.02323708
15.91,0.033011064
15.915,-0.05795964
15.92,0.0030614585
15.925,0.025088713
15.93,-0.023903131
15.935,0.004777536
15.94,0.016778246
15.945,-0.01398135
15.95,-0.036012746
15.955,-0.032399423
15.96,-0.022423938
15.965,0.03924878
15.97,-0.061811022
15.975,0.009204954
15.98,0.039200068
15.985,0.030385733
15.99,-0.0026547015
15.995,-0.03131386
16.0,-0.07905921
16.005,0.07638216
16.01,-0.034495167
16.015,0.008630604
16.02,-0.0021899045
16.025,-0.018294431
16.03,-0.08615011
16.035,-0.015544273
16.04,-0.005258061
16.045,-0.043837935
16.05,-0.03844504
16.055,-0.022725813
16.06,-0.08515626
16.065,-0.0029566437
16.07,-0.025360368
16.075,0.02578418
16.08,-0.038160488
16.085,-0.04627832
16.09,-0.01766865
16.095,0.019566327
16.1,-0.0026040971
16.105,-0.022524804
16.11,0.01088956
16.115,-0.050620966
16.12,0.02146338
16.125,0.018355533
16.13,0.074117646
16.135,-0.049782597
16.14,-0.007604055
16.145,0.008955419
16.15,0.008113489
16.155,-0.015783757
16.16,-0.016926385
16.165,-0.06727155
16.17,-0.019008704
16.175,0.030233622
16.18,-0.0039523244
16.185,-0.027723745
16.19,-0.06855817
16.195,-0.06678828
16.2,0.082959026
16.205,-0.026998274
16.21,0.018253535
16.215,-0.04058221
16.22,-0.032401934
16.225,-0.02603478
16.23,0.08765115
16.235,-0.004742712
16.24,-0.01388821
16.245,-0.046573244
16.25,0.0091944635
16.255,0.057106793
16.26,0.036216184
16.265,-0.029043771
16.27,-0.010728128
16.275,-0.0026949793
16.28,0.013366938
16.285,0.049792692
16.29,0.06733732
16.295,-0.065873355
16.3,-0.019255757
16.305,0.035498187
16.31,0.047153547
16.315,0.022612482
16.32,-0.0057095885
16.325,-0.006691046
16.33,0.023782
16.335,-0.00015218556
16.34,0.033026785
16.345,0.0111458
16.35,-0.060102522
16.355,0.041466445
16.36,0.009885848
16.365,0.09296732
16.37,-0.00709676
16.375,-0.014952444
16.38,-0.06888408
16.385,0.04021454
16.39,0.037259206
16.395,0.010094717
16.4,-0.020532936
16.405,-0.03410551
16.41,-0.060455725
16.415,-0.0022126734
16.42,0.040727973
16.425,0.00023832917
16.43,-0.057628527
16.435,-0.05953888
16.44,-0.044675834
16.445,0.039365053
16.45,0.01190114
16.455,0.0064484477
16.46,-0.056407996
16.465,-0.08072293
16.47,0.023281798
16.475,0.06045738
16.48,0.0036324114
16.485,-0.07260075
16.49,-0.01033856
16.495,-0.028447144
16.5,0.041283473
16.505,0.007120371
16.51,0.031108633
16.515,-0.048720255
16.52,-0.025242269
16.525,0.013532922
16.53,0.044980213
16.535,-0.026312664
16.54,-0.030620866
16.545,-0.045757353
16.55,-0.029506207
16.555,0.06870398
16.56,0.0011626929
16.565,-0.03505075
16.57,-0.060440086
16.575,-0.006863013
16.58,0.056861
16.585,0.05151552
16.59,0.025621712
16.595,-0.018858097
16.6,0.04056953
16.605,0.028569981
16.61,0.1119992
16.615,0.002611056
16.62,-0.0024328828
16.625,-0.024470523
16.63,0.02562669
16.635,0.06529561
16.64,0.05915691
16.645,-0.01867152
16.65,0.03737849
16.655,0.0016144067
16.66,0.050013572
16.665,0.048755556
16.67,0.08503477
16.675,-0.038600624
16.68,0.03853357
16.685,0.016726613
16.69,0.029668316
16.695,0.013530314
16.7,0.026471123
16.705,-0.014943793
16.71,0.010463953
16.715,0.06556858
16.72,0.040865183
16.725,0.012578383
16.73,-0.049786128
16.735,0.030011952
16.74,0.0065172017
16.745,0.0359132
16.75,0.006128609
16.755,-0.021821104
16.76,-0.07389936
16.765,0.015446961
16.77,0.04177092
16.775,0.031373173
16.78,-0.032653928
16.785,-0.066571556
16.79,-0.005622722
16.795,-0.0075368583
16.8,0.01128158
16.805,0.0031143725
16.81,-0.038533203
16.815,-0.072663665
16.82,-0.028446041
16.825,0.025842354
16.83,0.017782211
16.835,-0.046913564
16.84,-0.051161706
16.845,-0.0368345
16.85,0.011464566
16.855,0.03718789
16.86,-0.027181223
16.865,-0.033010438
16.87,0.008041427
16.875,-0.02135618
16.88,0.023186922
16.885,0.0068577975
16.89,-0.018596292
16.895,0.0019618273
16.9,-0.022898309
16.905,0.006417036
16.91,0.016389474
16.915,0.0100749135
16.92,-0.032888085
16.925,-0.061267383
16.93,-0.012575619
16.935,0.024623558
16.94,-0.025988504
16.945,-0.051987268
16.95,-0.035367556
16.955,-0.020636417
16.96,0.035593957
16.965,0.036316857
16.97,-0.0143135935
16.975,-0.01906158
16.98,-0.024494462
16.985,0.025798023
16.99,0.04849021
16.995,-0.008327335
17.0,-0.015818805
17.005,-0.023535192
17.01,0.04785873
17.015,0.06563848
17.02,0.014883876
17.025,0.013384253
17.03,0.0071113706
17.035,-0.016178213
17.04,0.028103665
17.045,0.05854875
17.05,0.026686102
17.055,-0.017450564
17.06,-0.002718851
17.065,0.02833499
17.07,0.0482188
17.075,-0.020901233
17.08,0.0151272565
17.085,-0.02841235
17.09,0.03998506
17.095,0.0070658177
17.1,0.0050842464
17.105,0.023500174
17.11,0.0249632
17.115,-0.027286738
17.12,0.04144743
17.125,0.046809807
17.13,0.011297047
17.135,-0.008208372
17.14,-0.049746647
17.145,0.028969914
17.15,-0.013615787
17.155,0.07321726
17.16,-0.0154776275
17.165,-0.035811417
17.17,-0.035601065
17.175,-0.015760347
17.18,0.027991533
17.185,0.018538356
17.19,-0.028896153
17.195,-0.06215898
17.2,-0.00021955371
17.205,-0.011158049
17.21,0.074399814
17.215,-0.046327993
17.22,-0.0070917606
17.225,-0.033661447
17.23,-0.036787957
17.235,0.080332294
17.24,0.018190026
17.245,0.03260532
17.25,-0.046972245
17.255,-0.030007556
17.26,0.06502974
17.265,0.038259923
17.27,0.01590389
17.275,-0.04870698
17.28,-0.048239835
17.285,0.03108725
17.29,0.06526615
17.295,-0.0061053038
17.3,-0.017221466
17.305,-0.042499125
17.31,-0.042241134
17.315,0.029071063
17.32,0.067872256
17.325,0.017768905
17.33,-0.0592904
17.335,-0.03958369
17.34,0.04499075
17.345,0.06564015
17.35,-0.02024445
17.355,-0.030630596
17.36,-0.015174776
17.365,0.02145654
17.37,0.023578584
17.375,0.07332905
17.38,-0.008214012
17.385,-0.04891967
17.39,0.031076774
17.395,0.02538164
17.4,0.0668699
17.405,0.00018930435
17.41,0.035075396
17.415,-0.024142303
17.42,-0.01859025
17.425,0.026410878
17.43,0.030447721
17.435,-0.009916849
17.44,0.00879249
17.445,-0.01456999
17.45,0.056288064
17.455,0.0045232177
17.46,-0.02570764
17.465,0.004468113
17.47,-0.04488495
17.475,0.06721784
17.48,-0.021060199
17.485,-0.013239302
17.49,-0.06433457
17.495,0.011715293
17.5,-0.04128147
17.505,0.037190408
17.51,0.010023385
17.515,0.0044184774
17.52,-0.05053424
17.525,-0.05860813
17.53,-0.017309994
17.535,-0.018073514
17.54,-0.009038754
17.545,-0.056157768
17.55,-0.027543642
17.555,-0.021239668
17.56,-0.021921195
17.565,0.039867386
17.57,-0.021815859
17.575,-0.04444787
17.58,-0.011710793
17.585,-0.032699667
17.59,0.033130437
17.595,-0.03482107
17.6,0.0021386445
17.605,-0.043722652
17.61,0.008246735
17.615,-0.012693346
17.62,0.02307403
17.625,-0.051326208
17.63,0.012742192
17.635,-0.054839425
17.64,-0.00091305375
17.645,-0.028280854
17.65,-0.02409222
17.655,-0.0402741
17.66,-0.055832185
17.665,-0.038767435
17.67,-0.015363961
17.675,-0.049883194
17.68,-0.07823086
17.685,-0.07892965
17.69,-0.07424371
17.695,-0.036390483
17.7,-0.03014864
17.705,-0.07760832
17.71,-0.06723405
17.715,-0.07758008
17.72,-0.036043085
17.725,-0.053451464
17.73,-0.06379737
17.735,-0.07529674
17.74,-0.06913787
17.745,-0.060190357
17.75,-0.013868384
17.755,-0.058559507
17.76,-0.070939824
17.765,-0.077643305
17.77,-0.050895765
17.775,-0.0163064
17.78,-0.044458218
17.785,-0.057651654
17.79,-0.060166158
17.795,-0.044549517
17.8,-0.02602867
17.805,-0.039331168
17.81,-0.05484981
17.815,-0.06628415
17.82,-0.065118484
17.825,-0.03700719
17.83,-0.048504263
17.835,-0.058244824
17.84,-0.043790422
17.845,-0.07099219
17.85,-0.029429667
17.855,-0.036488593
17.86,-0.048005074
17.865,-0.079098865
17.87,-0.07393062
17.875,-0.028554872
17.88,-0.05880384
17.885,-0.040024295
17.89,-0.07268321
17.895,-0.06605571
17.9,-0.06472103
17.905,-0.085264824
17.91,-0.045077436
17.915,-0.057367407
17.92,-0.052565247
17.925,-0.10418022
17.93,-0.077058256
17.935,-0.053490065
17.94,-0.058053575
17.945,-0.025097929
17.95,-0.070046574
17.955,-0.058308974
17.96,-0.074125916
17.965,-0.043324165
17.97,-0.03445325
17.975,-0.031521045
17.98,-0.07679827
17.985,-0.07834144
17.99,-0.046007954
17.995,-0.07573193
18.0,-0.011099361
18.005,-0.094279684
18.01,-0.06034016
18.015,-0.08579454
18.02,-0.04930214
18.025,-0.05047977
18.03,-0.05483666
18.035,-0.08301737
18.04,-0.06054969
18.045,-0.080952555
18.05,-0.050648987
18.055,-0.058917835
18.06,-0.09282194
18.065,-0.09643704
18.07,-0.07335124
18.075,-0.06611307
18.08,-0.078935705
18.085,-0.06899637
18.09,-0.107840545
18.095,-0.10001056
18.1,-0.06890166
18.105,-0.06274257
18.11,-0.07361788
18.115,-0.076691866
18.12,-0.11082244
18.125,-0.058747046
18.13,-0.06579828
18.135,-0.06589791
18.14,-0.086076066
18.145,-0.07311183
18.15,-0.08362234
18.155,-0.053706564
18.16,-0.07023635
18.165,-0.06509363
18.17,-0.10007374
18.175,-0.09440408
18.18,-0.06899656
18.185,-0.08457793
18.19,-0.078304775
18.195,-0.09381472
18.2,-0.0868108
18.205,-0.07983768
18.21,-0.095667824
18.215,-0.08661246
18.22,-0.089864165
18.225,-0.10630764
18.23,-0.09494673
18.235,-0.09549807
18.24,-0.08792566
18.245,-0.09307219
18.25,-0.10599776
18.255,-0.112115294
18.26,-0.09535129
18.265,-0.09331985
18.27,-0.09616864
18.275,-0.10511858
18.28,-0.10538327
18.285,-0.104827225
18.29,-0.08626611
18.295,-0.08766097
18.3,-0.09346846
18.305,-0.08669645
18.31,-0.10511045
18.315,-0.079807825
18.32,-0.08526209
18.325,-0.075589344
18.33,-0.100337975
18.335,-0.08927946
18.34,-0.09837356
18.345,-0.08261647
18.35,-0.08752845
18.355,-0.098657
18.36,-0.0987772
18.365,-0.093731314
18.37,-0.09517187
18.375,-0.10089591
18.38,-0.08886026
18.385,-0.09808378
18.39,-0.10365572
18.395,-0.096824855
18.4,-0.10044511
18.405,-0.08698667
18.41,-0.09847801
18.415,-0.09255408
18.42,-0.09512355
18.425,-0.10873352
18.43,-0.101730414
18.435,-0.087498054
18.44,-0.100798965
18.445,-0.10537411
18.45,-0.10838045
18.455,-0.09856819
18.46,-0.09689632
18.465,-0.10946029
18.47,-0.10820016
18.475,-0.1050703
18.48,-0.10004436
18.485,-0.09716068
18.49,-0.096355416
18.495,-0.10767509
18.5,-0.1022003
18.505,-0.09618144
18.51,-0.0929518
18.515,-0.09591925
18.52,-0.10222084
18.525,-0.10309921
18.53,-0.09099166
18.535,-0.09595385
18.54,-0.081349514
18.545,-0.105589524
18.55,-0.10823899
18.555,-0.10980302
18.56,-0.09475331
18.565,-0.086805835
18.57,-0.09902782
18.575,-0.11595231
18.58,-0.10817475
18.585,-0.09707241
18.59,-0.09150235
18.595,-0.0929732
18.6,-0.11315028
18.605,-0.108241305
18.61,-0.10541069
18.615,-0.100189276
18.62,-0.09553292
18.625,-0.0931672
18.63,-0.1143561
18.635,-0.11564325
18.64,-0.104411185
18.645,-0.09472654
18.65,-0.09701669
18.655,-0.11623793
18.66,-0.10553249
18.665,-0.09823945
18.67,-0.112703316
18.675,-0.09784873
18.68,-0.10572159
18.685,-0.109577104
18.69,-0.10879535
18.695,-0.098062724
18.7,-0.10492985
18.705,-0.10071756
18.71,-0.108649
18.715,-0.110201985
18.72,-0.10915481
18.725,-0.11100486
18.73,-0.100350395
18.735,-0.11429603
18.74,-0.111384876
18.745,-0.11444271
18.75,-0.11568253
18.755,-0.106384136
18.76,-0.10549808
18.765,-0.11446604
18.77,-0.11170621
18.775,-0.111126244
18.78,-0.105547115
18.785,-0.10098064
18.79,-0.10907219
18.795,-0.11525489
18.8,-0.110601336
18.805,-0.11594598
18.81,-0.101730965
18.815,-0.101736546
18.82,-0.11302144
18.825,-0.1169384
18.83,-0.11244653
18.835,-0.10671012
18.84,-0.10456211
18.845,-0.10643698
18.85,-0.12144216
18.855,-0.107135214
18.86,-0.109473094
18.865,-0.10456381
18.87,-0.10770543
18.875,-0.10649874
18.88,-0.11727965
18.885,-0.10821159
18.89,-0.10851865
18.895,-0.10362031
18.9,-0.105118975
18.905,-0.12014787
18.91,-0.11045164
18.915,-0.11385755
18.92,-0.11165378
18.925,-0.10619342
18.93,-0.11393772
18.935,-0.11996642
18.94,-0.11351591
18.945,-0.11441916
18.95,-0.10851793
18.955,-0.11225614
18.96,-0.116995536
18.965,-0.116502784
18.97,-0.11082387
18.975,-0.11343258
18.98,-0.10847622
18.985,-0.11588347
18.99,-0.12111701
18.995,-0.118406735
19.0,-0.11808945
19.005,-0.11153266
19.01,-0.121518455
19.015,-0.12081365
19.02,-0.11700541
19.025,-0.1180699
19.03,-0.11527279
19.035,-0.11738503
19.04,-0.11176011
19.045,-0.11195566
19.05,-0.122392096
19.055,-0.111768395
19.06,-0.11461673
19.065,-0.11169349
19.07,-0.11628088
19.075,-0.10828755
19.08,-0.120947525
19.085,-0.11521885
19.09,-0.12212955
19.095,-0.113783054
19.1,-0.11552659
19.105,-0.12089762
19.11,-0.120661914
19.115,-0.117090434
19.12,-0.11630377
19.125,-0.11904855
19.13,-0.11987285
19.135,-0.12149899
19.14,-0.118270725
19.145,-0.123556376
19.15,-0.114496686
19.155,-0.11697558
19.16,-0.12240563
19.165,-0.113730825
19.17,-0.117603846
19.175,-0.115455866
19.18,-0.119532466
19.185,-0.116365954
19.19,-0.116953686
19.195,-0.11873082
19.2,-0.12444906
19.205,-0.1145536
19.21,-0.123443514
19.215,-0.12284019
19.22,-0.11928997
19.225,-0.11582201
19.23,-0.1250273
19.235,-0.11767989
19.24,-0.11719313
19.245,-0.116297156
19.25,-0.121031225
19.255,-0.11848657
19.26,-0.12046713
19.265,-0.117331244
19.27,-0.11720435
19.275,-0.11622675
19.28,-0.1208491
19.285,-0.12248056
19.29,-0.12085584
19.295,-0.119240746
19.3,-0.11965277
19.305,-0.11853908
19.31,-0.123421595
19.315,-0.1225966
19.32,-0.11498286
19.325,-0.1209876
19.33,-0.11719701
19.335,-0.12065532
19.34,-0.12082425
19.345,-0.11853728
19.35,-0.12050737
19.355,-0.12130031
19.36,-0.12241006
19.365,-0.1235482
19.37,-0.121444464
19.375,-0.1191161
19.38,-0.12110333
19.385,-0.12361332
19.39,-0.1259417
19.395,-0.12522309
19.4,-0.118257105
19.405,-0.120282374
19.41,-0.118802086
19.415,-0.12572229
19.42,-0.11994664
19.425,-0.12076031
19.43,-0.11959785
19.435,-0.11933281
19.44,-0.12168076
19.445,-0.121329315
19.45,-0.121736765
19.455,-0.11784543
19.46,-0.12202182
19.465,-0.121506765
19.47,-0.12624776
19.475,-0.12031514
19.48,-0.124291345
19.485,-0.1216428
19.49,-0.12140723
19.495,-0.123919554
19.5,-0.12365238
19.505,-0.12511633
19.51,-0.12237983
19.515,-0.121451795
19.52,-0.12297246
19.525,-0.12293691
19.53,-0.123480625
19.535,-0.12072973
19.54,-0.12229016
19.545,-0.12014152
19.55,-0.12330942
19.555,-0.119698405
19.56,-0.12388338
19.565,-0.120005265
19.57,-0.12107542
19.575,-0.12011173
19.58,-0.12633413
19.585,-0.1218509
19.59,-0.12368443
19.595,-0.12243128
19.6,-0.122990906
19.605,-0.1232856
19.61,-0.12259779
19.615,-0.12461446
19.62,-0.121849
19.625,-0.12089918
19.63,-0.12466608
19.635,-0.12421268
19.64,-0.12410906
19.645,-0.122345865
19.65,-0.120703295
19.655,-0.12474019
19.66,-0.12615338
19.665,-0.12481463
19.67,-0.12537372
19.675,-0.121833526
19.68,-0.124994844
19.685,-0.1238567
19.69,-0.124686524
19.695,-0.124862626
19.7,-0.124217354
19.705,-0.123958826
19.71,-0.12301605
19.715,-0.12471951
19.72,-0.12469303
19.725,-0.1238836
19.73,-0.12593685
19.735,-0.12572677
19.74,-0.12557004
19.745,-0.12419262
19.75,-0.1264462
19.755,-0.12638494
19.76,-0.12714373
19.765,-0.12482113
19.77,-0.12430788
19.775,-0.12712584
19.78,-0.12635356
19.785,-0.12605228
19.79,-0.121716306
19.795,-0.12609375
19.8,-0.12180136
19.805,-0.12384698
19.81,-0.12403405
19.815,-0.12575759
19.82,-0.12120385
19.825,-0.12373609
19.83,-0.12591071
19.835,-0.1257123
19.84,-0.121774524
19.845,-0.12360342
19.85,-0.1268648
19.855,-0.12275588
